,id,Name,Symbol,price,var_last_heure,var_last_day,var_cap,var_volume_day,var_circulating_supply,date,heure,variation_1h,moyenne_day
31,79,Aerodrome Finance,AERO,1.630089656513295e-05,0.0,0.0,0.00012323385338202118,0.0002466473309156268,669413076,2024-10-27,18:31:45,0.0004201680672268911,1.6177871807201342e-05
32,82,Aerodrome Finance,AERO,1.538067213533643e-05,1.31,0.2,0.00010206283833979986,0.00014006697756798928,678223059,2024-11-01,16:39:01,-0.0005645161290322586,1.5489914336133665e-05
33,82,Aerodrome Finance,AERO,1.5249211502508359e-05,1.41,1.06,9.671256660740525e-05,0.00013992105082827325,678223059,2024-11-01,16:41:02,-8.547008547008555e-05,1.5489914336133665e-05
34,81,Aerodrome Finance,AERO,1.5249211502508359e-05,0.0,0.37,9.672862224115842e-05,0.0001567527474129175,678200839,2024-11-01,18:05:39,0.0,1.5489914336133665e-05
35,74,Aerodrome Finance,AERO,1.8272806057554058e-05,0.0,0.0,0.00019327886261963806,0.00030848534566646285,670947646,2024-11-06,19:39:38,0.0019827586206896553,1.8463665985264924e-05
36,74,Aerodrome Finance,AERO,1.8272806057554058e-05,0.0,0.0,0.00019327886261963806,0.00030848534566646285,670947646,2024-11-06,19:40:03,0.0,1.8463665985264924e-05
37,74,Aerodrome Finance,AERO,1.8272806057554058e-05,0.0,0.0,0.0001931754019389341,0.000309069579542341,670947646,2024-11-06,19:45:48,0.0,1.8463665985264924e-05
38,74,Aerodrome Finance,AERO,1.8272806057554058e-05,0.0,0.0,0.0001946117181169438,0.000309069579542341,670947646,2024-11-06,19:46:08,0.0,1.8463665985264924e-05
39,74,Aerodrome Finance,AERO,1.8272806057554058e-05,0.0,0.0,0.0001945386661162041,0.000309069579542341,670947646,2024-11-06,19:46:28,0.0,1.8463665985264924e-05
40,74,Aerodrome Finance,AERO,1.8009884791897914e-05,0.18,0.0,0.00018515738743524857,0.0003341337046067271,670905834,2024-11-06,23:08:05,-0.00014388489208632947,1.8463665985264924e-05
41,68,Algorand,ALGO,1.506316946661513e-06,0.18,5.51,0.0002075219536614681,0.0002125371472462505,8328769056,2024-10-26,12:48:54,0.0,1.5243776734597656e-06
42,68,Algorand,ALGO,1.5050023403332325e-06,0.14,5.6,0.00020716302155260286,0.00021295881551403658,8328769056,2024-10-26,12:56:18,-8.726003490400435e-06,1.5243776734597656e-06
43,68,Algorand,ALGO,1.5036877340049516e-06,0.27,5.8,0.00020631218025002378,0.00021464362095709787,8328769056,2024-10-26,13:01:34,-8.733624454148722e-06,1.5243776734597656e-06
44,68,Algorand,ALGO,1.502373127676671e-06,0.07,0.3,0.0002059514142777864,0.00011285667852306623,8328761201,2024-10-27,11:11:06,-8.741258741258992e-06,1.5350299181730717e-06
45,67,Algorand,ALGO,1.5286652542422858e-06,0.14,0.0,0.00021732995942145352,9.267515971349264e-05,8328758242,2024-10-27,18:31:43,0.0001749781277340334,1.5350299181730717e-06
46,70,Algorand,ALGO,1.5194630099443204e-06,1.11,0.2,0.0002136912426364623,0.00014804025069633573,8335695425,2024-11-01,16:38:59,-6.01891659501295e-05,1.5354737617027927e-06
47,70,Algorand,ALGO,1.5115753719746361e-06,1.09,0.64,0.00021054025554261593,0.00014804915559387267,8335695425,2024-11-01,16:41:01,-5.1903114186850304e-05,1.5354737617027927e-06
